START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
04/25/25,07:05 PM,07:05 PM,2025 Pregame Glimpse of Greatness,Yankee Stadium - Bronx,"",04/25/25,04/25/25,10:05 PM,10:05 PM,FALSE,TRUE,04/25/25,06:05 PM,06:05 PM,FREE,BUSY
04/25/25,07:05 PM,07:05 PM,2025 Pregame Tour,Yankee Stadium - Bronx,"",04/25/25,04/25/25,10:05 PM,10:05 PM,FALSE,TRUE,04/25/25,06:05 PM,06:05 PM,FREE,BUSY
04/26/25,01:05 PM,01:05 PM,Blue Jays at Yankees,Yankee Stadium - Bronx,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",04/26/25,04/26/25,04:05 PM,04:05 PM,FALSE,TRUE,04/26/25,12:05 PM,12:05 PM,FREE,BUSY
04/26/25,01:05 PM,01:05 PM,2025 Premium Pregame Tours,Yankee Stadium - Bronx,"",04/26/25,04/26/25,04:05 PM,04:05 PM,FALSE,TRUE,04/26/25,12:05 PM,12:05 PM,FREE,BUSY
04/26/25,01:05 PM,01:05 PM,2025 Pregame Glimpse of Greatness,Yankee Stadium - Bronx,"",04/26/25,04/26/25,04:05 PM,04:05 PM,FALSE,TRUE,04/26/25,12:05 PM,12:05 PM,FREE,BUSY
04/26/25,01:05 PM,01:05 PM,2025 Pregame Tour,Yankee Stadium - Bronx,"",04/26/25,04/26/25,04:05 PM,04:05 PM,FALSE,TRUE,04/26/25,12:05 PM,12:05 PM,FREE,BUSY
04/26/25,01:05 PM,01:05 PM,2025 Hands on History,Yankee Stadium - Bronx,"",04/26/25,04/26/25,04:05 PM,04:05 PM,FALSE,TRUE,04/26/25,12:05 PM,12:05 PM,FREE,BUSY
04/26/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",04/26/25,04/26/25,06:00 PM,06:00 PM,FALSE,TRUE,04/26/25,02:00 PM,02:00 PM,FREE,BUSY
04/26/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",04/26/25,04/26/25,07:00 PM,07:00 PM,FALSE,TRUE,04/26/25,03:00 PM,03:00 PM,FREE,BUSY
04/27/25,01:35 PM,01:35 PM,Blue Jays at Yankees,Yankee Stadium - Bronx,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",04/27/25,04/27/25,04:35 PM,04:35 PM,FALSE,TRUE,04/27/25,12:35 PM,12:35 PM,FREE,BUSY
04/27/25,01:35 PM,01:35 PM,2025 Premium Pregame Tours,Yankee Stadium - Bronx,"",04/27/25,04/27/25,04:35 PM,04:35 PM,FALSE,TRUE,04/27/25,12:35 PM,12:35 PM,FREE,BUSY
04/27/25,01:35 PM,01:35 PM,2025 Pregame Glimpse of Greatness,Yankee Stadium - Bronx,"",04/27/25,04/27/25,04:35 PM,04:35 PM,FALSE,TRUE,04/27/25,12:35 PM,12:35 PM,FREE,BUSY
04/27/25,01:35 PM,01:35 PM,2025 Pregame Tour,Yankee Stadium - Bronx,"",04/27/25,04/27/25,04:35 PM,04:35 PM,FALSE,TRUE,04/27/25,12:35 PM,12:35 PM,FREE,BUSY
04/27/25,01:35 PM,01:35 PM,2025 Hands on History,Yankee Stadium - Bronx,"",04/27/25,04/27/25,04:35 PM,04:35 PM,FALSE,TRUE,04/27/25,12:35 PM,12:35 PM,FREE,BUSY
04/27/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",04/27/25,04/27/25,06:00 PM,06:00 PM,FALSE,TRUE,04/27/25,02:00 PM,02:00 PM,FREE,BUSY
04/27/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",04/27/25,04/27/25,07:00 PM,07:00 PM,FALSE,TRUE,04/27/25,03:00 PM,03:00 PM,FREE,BUSY
04/28/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",04/28/25,04/28/25,06:00 PM,06:00 PM,FALSE,TRUE,04/28/25,02:00 PM,02:00 PM,FREE,BUSY
04/28/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",04/28/25,04/28/25,07:00 PM,07:00 PM,FALSE,TRUE,04/28/25,03:00 PM,03:00 PM,FREE,BUSY
04/28/25,06:35 PM,06:35 PM,Yankees at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",04/28/25,04/28/25,09:35 PM,09:35 PM,FALSE,TRUE,04/28/25,05:35 PM,05:35 PM,FREE,BUSY
04/29/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",04/29/25,04/29/25,06:00 PM,06:00 PM,FALSE,TRUE,04/29/25,02:00 PM,02:00 PM,FREE,BUSY
04/29/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",04/29/25,04/29/25,07:00 PM,07:00 PM,FALSE,TRUE,04/29/25,03:00 PM,03:00 PM,FREE,BUSY
04/29/25,06:35 PM,06:35 PM,Yankees at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",04/29/25,04/29/25,09:35 PM,09:35 PM,FALSE,TRUE,04/29/25,05:35 PM,05:35 PM,FREE,BUSY
04/30/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",04/30/25,04/30/25,06:00 PM,06:00 PM,FALSE,TRUE,04/30/25,02:00 PM,02:00 PM,FREE,BUSY
04/30/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",04/30/25,04/30/25,07:00 PM,07:00 PM,FALSE,TRUE,04/30/25,03:00 PM,03:00 PM,FREE,BUSY
04/30/25,06:35 PM,06:35 PM,Yankees at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: Amazon Prime Video ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",04/30/25,04/30/25,09:35 PM,09:35 PM,FALSE,TRUE,04/30/25,05:35 PM,05:35 PM,FREE,BUSY
05/01/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/01/25,05/01/25,06:00 PM,06:00 PM,FALSE,TRUE,05/01/25,02:00 PM,02:00 PM,FREE,BUSY
05/01/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/01/25,05/01/25,07:00 PM,07:00 PM,FALSE,TRUE,05/01/25,03:00 PM,03:00 PM,FREE,BUSY
05/02/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/02/25,05/02/25,06:00 PM,06:00 PM,FALSE,TRUE,05/02/25,02:00 PM,02:00 PM,FREE,BUSY
05/02/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/02/25,05/02/25,07:00 PM,07:00 PM,FALSE,TRUE,05/02/25,03:00 PM,03:00 PM,FREE,BUSY
05/02/25,07:05 PM,07:05 PM,Rays at Yankees,Yankee Stadium - Bronx,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",05/02/25,05/02/25,10:05 PM,10:05 PM,FALSE,TRUE,05/02/25,06:05 PM,06:05 PM,FREE,BUSY
05/02/25,07:05 PM,07:05 PM,2025 Premium Pregame Tours,Yankee Stadium - Bronx,"",05/02/25,05/02/25,10:05 PM,10:05 PM,FALSE,TRUE,05/02/25,06:05 PM,06:05 PM,FREE,BUSY
05/02/25,07:05 PM,07:05 PM,2025 Pregame Glimpse of Greatness,Yankee Stadium - Bronx,"",05/02/25,05/02/25,10:05 PM,10:05 PM,FALSE,TRUE,05/02/25,06:05 PM,06:05 PM,FREE,BUSY
05/02/25,07:05 PM,07:05 PM,2025 Pregame Tour,Yankee Stadium - Bronx,"",05/02/25,05/02/25,10:05 PM,10:05 PM,FALSE,TRUE,05/02/25,06:05 PM,06:05 PM,FREE,BUSY
05/03/25,01:05 PM,01:05 PM,Rays at Yankees,Yankee Stadium - Bronx,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",05/03/25,05/03/25,04:05 PM,04:05 PM,FALSE,TRUE,05/03/25,12:05 PM,12:05 PM,FREE,BUSY
05/03/25,01:05 PM,01:05 PM,2025 Premium Pregame Tours,Yankee Stadium - Bronx,"",05/03/25,05/03/25,04:05 PM,04:05 PM,FALSE,TRUE,05/03/25,12:05 PM,12:05 PM,FREE,BUSY
05/03/25,01:05 PM,01:05 PM,2025 Pregame Glimpse of Greatness,Yankee Stadium - Bronx,"",05/03/25,05/03/25,04:05 PM,04:05 PM,FALSE,TRUE,05/03/25,12:05 PM,12:05 PM,FREE,BUSY
05/03/25,01:05 PM,01:05 PM,2025 Pregame Tour,Yankee Stadium - Bronx,"",05/03/25,05/03/25,04:05 PM,04:05 PM,FALSE,TRUE,05/03/25,12:05 PM,12:05 PM,FREE,BUSY
05/03/25,01:05 PM,01:05 PM,2025 Hands on History,Yankee Stadium - Bronx,"",05/03/25,05/03/25,04:05 PM,04:05 PM,FALSE,TRUE,05/03/25,12:05 PM,12:05 PM,FREE,BUSY
05/03/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/03/25,05/03/25,06:00 PM,06:00 PM,FALSE,TRUE,05/03/25,02:00 PM,02:00 PM,FREE,BUSY
05/03/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/03/25,05/03/25,07:00 PM,07:00 PM,FALSE,TRUE,05/03/25,03:00 PM,03:00 PM,FREE,BUSY
05/04/25,01:35 PM,01:35 PM,Rays at Yankees,Yankee Stadium - Bronx,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",05/04/25,05/04/25,04:35 PM,04:35 PM,FALSE,TRUE,05/04/25,12:35 PM,12:35 PM,FREE,BUSY
05/04/25,01:35 PM,01:35 PM,2025 Premium Pregame Tours,Yankee Stadium - Bronx,"",05/04/25,05/04/25,04:35 PM,04:35 PM,FALSE,TRUE,05/04/25,12:35 PM,12:35 PM,FREE,BUSY
05/04/25,01:35 PM,01:35 PM,2025 Pregame Glimpse of Greatness,Yankee Stadium - Bronx,"",05/04/25,05/04/25,04:35 PM,04:35 PM,FALSE,TRUE,05/04/25,12:35 PM,12:35 PM,FREE,BUSY
05/04/25,01:35 PM,01:35 PM,2025 Pregame Tour,Yankee Stadium - Bronx,"",05/04/25,05/04/25,04:35 PM,04:35 PM,FALSE,TRUE,05/04/25,12:35 PM,12:35 PM,FREE,BUSY
05/04/25,01:35 PM,01:35 PM,2025 Hands on History,Yankee Stadium - Bronx,"",05/04/25,05/04/25,04:35 PM,04:35 PM,FALSE,TRUE,05/04/25,12:35 PM,12:35 PM,FREE,BUSY
05/04/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/04/25,05/04/25,06:00 PM,06:00 PM,FALSE,TRUE,05/04/25,02:00 PM,02:00 PM,FREE,BUSY
05/04/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/04/25,05/04/25,07:00 PM,07:00 PM,FALSE,TRUE,05/04/25,03:00 PM,03:00 PM,FREE,BUSY
05/05/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/05/25,05/05/25,06:00 PM,06:00 PM,FALSE,TRUE,05/05/25,02:00 PM,02:00 PM,FREE,BUSY
05/05/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/05/25,05/05/25,07:00 PM,07:00 PM,FALSE,TRUE,05/05/25,03:00 PM,03:00 PM,FREE,BUSY
05/05/25,07:05 PM,07:05 PM,Padres at Yankees,Yankee Stadium - Bronx,"Local TV: YES- MLBN ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",05/05/25,05/05/25,10:05 PM,10:05 PM,FALSE,TRUE,05/05/25,06:05 PM,06:05 PM,FREE,BUSY
05/05/25,07:05 PM,07:05 PM,2025 Premium Pregame Tours,Yankee Stadium - Bronx,"",05/05/25,05/05/25,10:05 PM,10:05 PM,FALSE,TRUE,05/05/25,06:05 PM,06:05 PM,FREE,BUSY
05/05/25,07:05 PM,07:05 PM,2025 Pregame Glimpse of Greatness,Yankee Stadium - Bronx,"",05/05/25,05/05/25,10:05 PM,10:05 PM,FALSE,TRUE,05/05/25,06:05 PM,06:05 PM,FREE,BUSY
05/05/25,07:05 PM,07:05 PM,2025 Pregame Tour,Yankee Stadium - Bronx,"",05/05/25,05/05/25,10:05 PM,10:05 PM,FALSE,TRUE,05/05/25,06:05 PM,06:05 PM,FREE,BUSY
05/06/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/06/25,05/06/25,06:00 PM,06:00 PM,FALSE,TRUE,05/06/25,02:00 PM,02:00 PM,FREE,BUSY
05/06/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/06/25,05/06/25,07:00 PM,07:00 PM,FALSE,TRUE,05/06/25,03:00 PM,03:00 PM,FREE,BUSY
05/06/25,07:05 PM,07:05 PM,Padres at Yankees,Yankee Stadium - Bronx,"Local TV: YES- TBS (out-of-market only) ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",05/06/25,05/06/25,10:05 PM,10:05 PM,FALSE,TRUE,05/06/25,06:05 PM,06:05 PM,FREE,BUSY
05/06/25,07:05 PM,07:05 PM,2025 Premium Pregame Tours,Yankee Stadium - Bronx,"",05/06/25,05/06/25,10:05 PM,10:05 PM,FALSE,TRUE,05/06/25,06:05 PM,06:05 PM,FREE,BUSY
05/06/25,07:05 PM,07:05 PM,2025 Pregame Glimpse of Greatness,Yankee Stadium - Bronx,"",05/06/25,05/06/25,10:05 PM,10:05 PM,FALSE,TRUE,05/06/25,06:05 PM,06:05 PM,FREE,BUSY
05/06/25,07:05 PM,07:05 PM,2025 Pregame Tour,Yankee Stadium - Bronx,"",05/06/25,05/06/25,10:05 PM,10:05 PM,FALSE,TRUE,05/06/25,06:05 PM,06:05 PM,FREE,BUSY
05/07/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/07/25,05/07/25,06:00 PM,06:00 PM,FALSE,TRUE,05/07/25,02:00 PM,02:00 PM,FREE,BUSY
05/07/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/07/25,05/07/25,07:00 PM,07:00 PM,FALSE,TRUE,05/07/25,03:00 PM,03:00 PM,FREE,BUSY
05/07/25,07:05 PM,07:05 PM,Padres at Yankees,Yankee Stadium - Bronx,"Local TV: Amazon Prime Video- MLBN ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",05/07/25,05/07/25,10:05 PM,10:05 PM,FALSE,TRUE,05/07/25,06:05 PM,06:05 PM,FREE,BUSY
05/07/25,07:05 PM,07:05 PM,2025 Premium Pregame Tours,Yankee Stadium - Bronx,"",05/07/25,05/07/25,10:05 PM,10:05 PM,FALSE,TRUE,05/07/25,06:05 PM,06:05 PM,FREE,BUSY
05/07/25,07:05 PM,07:05 PM,2025 Pregame Glimpse of Greatness,Yankee Stadium - Bronx,"",05/07/25,05/07/25,10:05 PM,10:05 PM,FALSE,TRUE,05/07/25,06:05 PM,06:05 PM,FREE,BUSY
05/07/25,07:05 PM,07:05 PM,2025 Pregame Tour,Yankee Stadium - Bronx,"",05/07/25,05/07/25,10:05 PM,10:05 PM,FALSE,TRUE,05/07/25,06:05 PM,06:05 PM,FREE,BUSY
05/08/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/08/25,05/08/25,06:00 PM,06:00 PM,FALSE,TRUE,05/08/25,02:00 PM,02:00 PM,FREE,BUSY
05/08/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/08/25,05/08/25,07:00 PM,07:00 PM,FALSE,TRUE,05/08/25,03:00 PM,03:00 PM,FREE,BUSY
05/09/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/09/25,05/09/25,06:00 PM,06:00 PM,FALSE,TRUE,05/09/25,02:00 PM,02:00 PM,FREE,BUSY
05/09/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/09/25,05/09/25,07:00 PM,07:00 PM,FALSE,TRUE,05/09/25,03:00 PM,03:00 PM,FREE,BUSY
05/09/25,10:05 PM,10:05 PM,Yankees at Athletics,Sutter Health Park - Sacramento,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",05/10/25,05/10/25,01:05 AM,01:05 AM,FALSE,TRUE,05/09/25,09:05 PM,09:05 PM,FREE,BUSY
05/10/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/10/25,05/10/25,06:00 PM,06:00 PM,FALSE,TRUE,05/10/25,02:00 PM,02:00 PM,FREE,BUSY
05/10/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/10/25,05/10/25,07:00 PM,07:00 PM,FALSE,TRUE,05/10/25,03:00 PM,03:00 PM,FREE,BUSY
05/10/25,04:05 PM,04:05 PM,Yankees at Athletics,Sutter Health Park - Sacramento,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",05/10/25,05/10/25,07:05 PM,07:05 PM,FALSE,TRUE,05/10/25,03:05 PM,03:05 PM,FREE,BUSY
05/11/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/11/25,05/11/25,06:00 PM,06:00 PM,FALSE,TRUE,05/11/25,02:00 PM,02:00 PM,FREE,BUSY
05/11/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/11/25,05/11/25,07:00 PM,07:00 PM,FALSE,TRUE,05/11/25,03:00 PM,03:00 PM,FREE,BUSY
05/11/25,04:05 PM,04:05 PM,Yankees at Athletics,Sutter Health Park - Sacramento,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",05/11/25,05/11/25,07:05 PM,07:05 PM,FALSE,TRUE,05/11/25,03:05 PM,03:05 PM,FREE,BUSY
05/12/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/12/25,05/12/25,06:00 PM,06:00 PM,FALSE,TRUE,05/12/25,02:00 PM,02:00 PM,FREE,BUSY
05/12/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/12/25,05/12/25,07:00 PM,07:00 PM,FALSE,TRUE,05/12/25,03:00 PM,03:00 PM,FREE,BUSY
05/12/25,09:40 PM,09:40 PM,Yankees at Mariners,T-Mobile Park - Seattle,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",05/13/25,05/13/25,12:40 AM,12:40 AM,FALSE,TRUE,05/12/25,08:40 PM,08:40 PM,FREE,BUSY
05/13/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/13/25,05/13/25,06:00 PM,06:00 PM,FALSE,TRUE,05/13/25,02:00 PM,02:00 PM,FREE,BUSY
05/13/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/13/25,05/13/25,07:00 PM,07:00 PM,FALSE,TRUE,05/13/25,03:00 PM,03:00 PM,FREE,BUSY
05/13/25,09:40 PM,09:40 PM,Yankees at Mariners,T-Mobile Park - Seattle,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",05/14/25,05/14/25,12:40 AM,12:40 AM,FALSE,TRUE,05/13/25,08:40 PM,08:40 PM,FREE,BUSY
05/14/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/14/25,05/14/25,06:00 PM,06:00 PM,FALSE,TRUE,05/14/25,02:00 PM,02:00 PM,FREE,BUSY
05/14/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/14/25,05/14/25,07:00 PM,07:00 PM,FALSE,TRUE,05/14/25,03:00 PM,03:00 PM,FREE,BUSY
05/14/25,04:10 PM,04:10 PM,Yankees at Mariners,T-Mobile Park - Seattle,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",05/14/25,05/14/25,07:10 PM,07:10 PM,FALSE,TRUE,05/14/25,03:10 PM,03:10 PM,FREE,BUSY
05/15/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/15/25,05/15/25,06:00 PM,06:00 PM,FALSE,TRUE,05/15/25,02:00 PM,02:00 PM,FREE,BUSY
05/15/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/15/25,05/15/25,07:00 PM,07:00 PM,FALSE,TRUE,05/15/25,03:00 PM,03:00 PM,FREE,BUSY
05/15/25,04:00 PM,04:00 PM,NYU Commencement ,Yankee Stadium - Bronx,"",05/15/25,05/15/25,07:00 PM,07:00 PM,FALSE,TRUE,05/15/25,03:00 PM,03:00 PM,FREE,BUSY
05/16/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/16/25,05/16/25,06:00 PM,06:00 PM,FALSE,TRUE,05/16/25,02:00 PM,02:00 PM,FREE,BUSY
05/16/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/16/25,05/16/25,07:00 PM,07:00 PM,FALSE,TRUE,05/16/25,03:00 PM,03:00 PM,FREE,BUSY
05/16/25,07:05 PM,07:05 PM,Mets at Yankees,Yankee Stadium - Bronx,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",05/16/25,05/16/25,10:05 PM,10:05 PM,FALSE,TRUE,05/16/25,06:05 PM,06:05 PM,FREE,BUSY
05/16/25,07:05 PM,07:05 PM,2025 Premium Pregame Tours,Yankee Stadium - Bronx,"",05/16/25,05/16/25,10:05 PM,10:05 PM,FALSE,TRUE,05/16/25,06:05 PM,06:05 PM,FREE,BUSY
05/16/25,07:05 PM,07:05 PM,2025 Pregame Glimpse of Greatness,Yankee Stadium - Bronx,"",05/16/25,05/16/25,10:05 PM,10:05 PM,FALSE,TRUE,05/16/25,06:05 PM,06:05 PM,FREE,BUSY
05/16/25,07:05 PM,07:05 PM,2025 Pregame Tour,Yankee Stadium - Bronx,"",05/16/25,05/16/25,10:05 PM,10:05 PM,FALSE,TRUE,05/16/25,06:05 PM,06:05 PM,FREE,BUSY
05/17/25,01:05 PM,01:05 PM,Mets at Yankees,Yankee Stadium - Bronx,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",05/17/25,05/17/25,04:05 PM,04:05 PM,FALSE,TRUE,05/17/25,12:05 PM,12:05 PM,FREE,BUSY
05/17/25,01:05 PM,01:05 PM,2025 Premium Pregame Tours,Yankee Stadium - Bronx,"",05/17/25,05/17/25,04:05 PM,04:05 PM,FALSE,TRUE,05/17/25,12:05 PM,12:05 PM,FREE,BUSY
05/17/25,01:05 PM,01:05 PM,2025 Pregame Glimpse of Greatness,Yankee Stadium - Bronx,"",05/17/25,05/17/25,04:05 PM,04:05 PM,FALSE,TRUE,05/17/25,12:05 PM,12:05 PM,FREE,BUSY
05/17/25,01:05 PM,01:05 PM,2025 Pregame Tour,Yankee Stadium - Bronx,"",05/17/25,05/17/25,04:05 PM,04:05 PM,FALSE,TRUE,05/17/25,12:05 PM,12:05 PM,FREE,BUSY
05/17/25,01:05 PM,01:05 PM,2025 Hands on History,Yankee Stadium - Bronx,"",05/17/25,05/17/25,04:05 PM,04:05 PM,FALSE,TRUE,05/17/25,12:05 PM,12:05 PM,FREE,BUSY
05/17/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/17/25,05/17/25,06:00 PM,06:00 PM,FALSE,TRUE,05/17/25,02:00 PM,02:00 PM,FREE,BUSY
05/17/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/17/25,05/17/25,07:00 PM,07:00 PM,FALSE,TRUE,05/17/25,03:00 PM,03:00 PM,FREE,BUSY
05/18/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/18/25,05/18/25,06:00 PM,06:00 PM,FALSE,TRUE,05/18/25,02:00 PM,02:00 PM,FREE,BUSY
05/18/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/18/25,05/18/25,07:00 PM,07:00 PM,FALSE,TRUE,05/18/25,03:00 PM,03:00 PM,FREE,BUSY
05/18/25,07:10 PM,07:10 PM,Mets at Yankees,Yankee Stadium - Bronx,"Local TV: ESPN ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",05/18/25,05/18/25,10:10 PM,10:10 PM,FALSE,TRUE,05/18/25,06:10 PM,06:10 PM,FREE,BUSY
05/18/25,07:10 PM,07:10 PM,2025 Premium Pregame Tours,Yankee Stadium - Bronx,"",05/18/25,05/18/25,10:10 PM,10:10 PM,FALSE,TRUE,05/18/25,06:10 PM,06:10 PM,FREE,BUSY
05/18/25,07:10 PM,07:10 PM,2025 Pregame Glimpse of Greatness,Yankee Stadium - Bronx,"",05/18/25,05/18/25,10:10 PM,10:10 PM,FALSE,TRUE,05/18/25,06:10 PM,06:10 PM,FREE,BUSY
05/18/25,07:10 PM,07:10 PM,2025 Pregame Tour,Yankee Stadium - Bronx,"",05/18/25,05/18/25,10:10 PM,10:10 PM,FALSE,TRUE,05/18/25,06:10 PM,06:10 PM,FREE,BUSY
05/18/25,07:10 PM,07:10 PM,2025 Hands on History,Yankee Stadium - Bronx,"",05/18/25,05/18/25,10:10 PM,10:10 PM,FALSE,TRUE,05/18/25,06:10 PM,06:10 PM,FREE,BUSY
05/19/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/19/25,05/19/25,06:00 PM,06:00 PM,FALSE,TRUE,05/19/25,02:00 PM,02:00 PM,FREE,BUSY
05/19/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/19/25,05/19/25,07:00 PM,07:00 PM,FALSE,TRUE,05/19/25,03:00 PM,03:00 PM,FREE,BUSY
05/20/25,03:00 PM,03:00 PM,Glimpse of Greatness,Yankee Stadium - Bronx,"",05/20/25,05/20/25,06:00 PM,06:00 PM,FALSE,TRUE,05/20/25,02:00 PM,02:00 PM,FREE,BUSY
05/20/25,04:00 PM,04:00 PM,2025 Classic Tour,Yankee Stadium - Bronx,"",05/20/25,05/20/25,07:00 PM,07:00 PM,FALSE,TRUE,05/20/25,03:00 PM,03:00 PM,FREE,BUSY
05/20/25,07:05 PM,07:05 PM,Rangers at Yankees,Yankee Stadium - Bronx,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM- WADO 1280",05/20/25,05/20/25,10:05 PM,10:05 PM,FALSE,TRUE,05/20/25,06:05 PM,06:05 PM,FREE,BUSY
05/20/25,07:05 PM,07:05 PM,2025 Premium Pregame Tours,Yankee Stadium - Bronx,"",05/20/25,05/20/25,10:05 PM,10:05 PM,FALSE,TRUE,05/20/25,06:05 PM,06:05 PM,FREE,BUSY
05/20/25,07:05 PM,07:05 PM,2025 Pregame Glimpse of Greatness,Yankee Stadium - Bronx,"",05/20/25,05/20/25,10:05 PM,10:05 PM,FALSE,TRUE,05/20/25,06:05 PM,06:05 PM,FREE,BUSY
